0 125 0.833788
0 356 0.741337
0 54 0.879186
0 364 0.887445
0 224 0.864640
0 383 0.898205
0 267 0.828080
0 389 0.008107
0 692 0.721840
0 330 0.778218
1 631 0.729667
1 566 0.815800
1 259 0.993955
1 232 0.876048
1 757 0.264826
1 514 0.944752
1 790 0.940712
1 441 0.740773
1 146 0.152238
2 558 0.912369
2 819 0.879140
2 467 0.961207
2 572 0.743969
2 841 0.911185
2 682 0.825136
2 67 0.792120
2 197 0.794350
2 320 0.968044
2 592 0.899961
2 78 0.777264
2 872 0.746270
2 205 0.829809
2 334 0.920480
2 5 0.017567
2 443 0.704977
2 756 0.706315
3 713 0.870360
3 140 0.897604
3 453 0.837950
3 198 0.881890
3 688 0.931947
3 976 0.230772
3 526 0.937589
3 158 0.776794
3 679 0.949662
3 815 0.946285
3 51 0.050025
4 52 0.978305
4 345 0.961835
4 660 0.771276
4 821 0.882518
4 188 0.010163
4 171 0.777081
4 51 0.837278
4 823 0.903790
4 474 0.754371
5 564 0.297261
5 908 0.866311
5 119 0.825541
5 459 0.835906
5 587 0.899109
5 74 0.899282
5 852 0.714799
5 400 0.960499
5 463 0.866105
5 202 0.224745
5 669 0.877500
5 219 0.883852
5 375 0.711207
6 806 0.940201
6 210 0.939734
6 691 0.700998
6 130 0.867603
6 942 0.983706
6 213 0.241391
6 649 0.998103
6 813 0.924167
6 841 0.847105
6 756 0.788611
7 210 0.023337
7 326 0.003814
7 414 0.262211
7 577 0.903452
7 824 0.979439
7 898 0.990799
7 466 0.870754
7 951 0.998692
7 646 0.729294
7 456 0.894902
7 199 0.875979
7 980 0.985978
7 349 0.977681
7 315 0.813105
7 346 0.810755
7 991 0.943988
7 584 0.927846
7 218 0.763792
7 817 0.711855
7 655 0.795081
7 875 0.197686
7 240 0.037971
7 663 0.816475
7 244 0.875365
8 779 0.150745
8 905 0.973175
8 752 0.718454
8 136 0.820096
8 956 0.277585
8 181 0.971213
8 724 0.723441
9 673 0.038213
9 390 0.240555
9 814 0.999642
9 28 0.877351
9 925 0.767047
9 889 0.982788
9 182 0.756701
9 174 0.933766
9 345 0.280687
9 540 0.717569
9 254 0.811003
9 47 0.198887
10 481 0.981096
10 178 0.824285
10 185 0.739603
10 225 0.982887
10 738 0.237935
10 171 0.941998
10 554 0.902339
10 823 0.959303
10 90 0.851949
10 373 0.874872
11 526 0.020348
11 649 0.852845
11 933 0.886156
11 116 0.747628
11 350 0.295345
11 398 0.985614
11 682 0.828184
11 813 0.977208
11 944 0.889870
11 841 0.982350
11 216 0.827375
11 756 0.755474
11 35 0.205770
12 520 0.716178
12 392 0.937064
12 521 0.989882
12 534 0.983783
12 504 0.152911
12 926 0.881412
12 222 0.811684
12 757 0.874187
13 782 0.922852
13 101 0.817260
13 744 0.890361
13 88 0.845458
13 61 0.918560
13 122 0.298965
13 298 0.744883
13 302 0.997634
13 967 0.714783
14 124 0.720720
14 978 0.961774
14 347 0.832779
14 275 0.962934
14 725 0.740443
14 628 0.801190
14 636 0.734474
14 655 0.145514
15 641 0.907059
15 161 0.944254
15 385 0.919168
15 36 0.887329
15 202 0.110413
15 488 0.977421
16 210 0.128887
16 388 0.727259
16 274 0.776784
16 762 0.734346
16 322 0.068869
16 662 0.840913
16 421 0.741853
16 204 0.704704
17 266 0.972065
17 97 0.743680
17 664 0.984416
17 883 0.750665
17 923 0.893358
17 653 0.135222
17 29 0.808360
17 413 0.877759
17 419 0.955862
17 573 0.754670
17 223 0.027981
18 257 0.911462
18 900 0.788286
18 776 0.969237
18 271 0.710580
18 921 0.939857
18 567 0.777521
18 264 0.976767
18 49 0.982400
18 802 0.841789
18 278 0.877119
18 282 0.951630
18 30 0.966022
18 62 0.728551
18 969 0.015773
18 637 0.718363
19 816 0.076345
19 768 0.807256
19 984 0.784965
19 451 0.768356
19 737 0.942531
19 974 0.948694
19 510 0.860400
19 473 0.238836
19 916 0.997152
19 77 0.957008
19 127 0.983622
20 659 0.714884
20 742 0.783013
20 206 0.782738
20 648 0.703773
20 440 0.153687
20 930 0.008909
20 708 0.228461
20 222 0.009056
21 885 0.933572
21 772 0.750990
21 614 0.827355
21 161 0.711933
21 102 0.881103
21 192 0.720196
21 199 0.088437
21 153 0.946167
21 795 0.779425
21 31 0.704349
21 48 0.081223
22 779 0.742420
22 989 0.968354
22 648 0.947574
22 659 0.851503
22 709 0.887954
22 141 0.014809
22 931 0.916027
22 291 0.901374
22 324 0.755040
22 95 0.732379
23 775 0.077602
23 525 0.920427
23 615 0.949671
23 840 0.708568
23 643 0.080726
23 85 0.711006
23 732 0.737671
24 457 0.196825
24 964 0.255223
24 256 0.100244
24 719 0.807257
24 71 0.740214
24 125 0.804347
24 142 0.859846
24 970 0.955374
24 332 0.924657
24 565 0.245737
24 439 0.729460
24 330 0.940141
24 827 0.157040
24 165 0.279353
25 788 0.949047
25 546 0.798699
25 428 0.974321
25 913 0.819554
25 358 0.153443
25 800 0.838955
25 675 0.736214
25 292 0.968362
