0 323 0.891863
0 296 0.921799
0 470 0.760298
0 62 0.729995
0 270 0.234643
0 11 0.817401
0 38 0.920582
0 174 0.796429
0 87 0.732582
0 484 0.778219
0 442 0.008320
1 464 0.185998
1 212 0.766869
1 189 0.832682
1 43 0.805889
1 175 0.798966
1 36 0.807030
1 128 0.764286
1 56 0.944783
1 172 0.942371
1 69 0.735514
1 134 0.916065
1 78 0.980946
1 59 0.045416
1 416 0.761860
2 328 0.094316
2 493 0.257741
2 255 0.906998
2 418 0.707002
2 173 0.850685
2 427 0.957977
2 425 0.758163
2 447 0.894608
2 496 0.772941
2 467 0.258185
2 157 0.722700
2 297 0.970450
2 247 0.801456
2 376 0.726211
3 100 0.235848
3 323 0.051553
3 228 0.897943
3 88 0.738211
3 312 0.092513
3 12 0.980019
3 442 0.925235
3 463 0.933132
3 466 0.765482
4 388 0.877040
4 100 0.796222
4 135 0.984913
4 314 0.142253
4 290 0.715478
4 475 0.824680
4 250 0.881391
5 221 0.962363
5 98 0.929364
5 388 0.080283
5 145 0.872415
5 437 0.856003
5 77 0.998822
5 30 0.059294
5 125 0.176049
6 259 0.987693
6 148 0.742545
6 112 0.936054
6 93 0.922851
6 394 0.828553
6 456 0.702313
6 373 0.868414
6 122 0.731965
7 308 0.920563
7 374 0.780510
7 458 0.983824
7 147 0.842372
7 336 0.289237
7 186 0.869424
7 58 0.940566
7 102 0.923016
7 499 0.757147
7 245 0.709215
8 327 0.017092
8 201 0.899835
8 419 0.787313
8 279 0.857871
8 313 0.702269
8 305 0.925613
8 254 0.010649
8 151 0.824195
9 448 0.279551
9 374 0.871644
9 209 0.993266
9 233 0.998209
9 386 0.741445
9 372 0.785526
9 419 0.283756
9 275 0.934211
9 316 0.854300
9 72 0.954661
9 359 0.774451
9 160 0.102330
10 481 0.139888
10 262 0.937858
10 253 0.806202
10 131 0.871211
10 436 0.805065
10 493 0.229850
10 471 0.813742
10 252 0.798022
11 38 0.946753
11 304 0.709199
11 220 0.739020
11 347 0.795597
11 206 0.743966
11 445 0.877463
11 207 0.931742
11 62 0.775237
11 169 0.961125
11 296 0.717440
11 143 0.790018
11 476 0.790311
11 174 0.880557
11 430 0.921191
11 482 0.796131
11 470 0.721638
11 441 0.762164
11 342 0.025703
11 431 0.096848
